id,route,location,url,avg_stars,route_type,rating,pitches,length,area_latitude,area_longitude, desc, protection, num_votes
3606,Requiem pour un camionneur,Tranchant - Middle > Montagne du Tranchant > 14. Lanaudiere > Quebec > Canada > North America > International,https://www.mountainproject.com/route/108922630/requiem-pour-un-camionneur,2.0,Trad,5.6,2,110.0,46.29169,-73.85262,P1~ 5.5 13m   Climb the dihedral on the right of the angled cracked face.   P2~ 5.6 18m   Keep climbing towards the left until you see a face on the right with a bolt to linkup to another dihedral to the belay.,Standard rack   Bolted raps and belays,3
3607,Rincon,Paddock Wall > Sunshine Rock > Banff National Park > Alberta > Canada > North America > International,https://www.mountainproject.com/route/117616914/rincon,3.0,Sport,5.6,1,82.0,51.154309999999995,-115.68546,Nice long warm-up route.  A bit runout between 2nd and 3rd bolts.  Just climb the corner all the way up.  We came out after a rainy day and this area of the crag was drier than the rest.  ,Good anchor and bolts.,1
3608,Safe Injection Site,Downtown Eastside > Comox Lake > Comox Lake > Vancouver Island > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/119063125/safe-injection-site,2.0,Sport,5.6,1,,49.62616,-125.08617,Star right of hemlock tree.,5 bolts,1
3749,Big Moe,Moe Wall > McQuirks Mountain > New Brunswick > Canada > North America > International,https://www.mountainproject.com/route/111913901/big-moe,2.0,Trad,5.7,3,230.0,45.18675,-66.85247,The first crux is near the bottom of the first pitch getting established into the bigger cracks. Gear is a little tricky and there are some not so reassuring pinches. A bolt protects a slight run out. Second pitch is low fifth to the tree ledge. There is a one move wonder off the tree ledge that goes at 5.7 then it is easy again. This is a great line with tons of variety and will feel like a longer climb.,"Single rack to 4"". The 4 is not absolutely necessary but nice. No need to double up if you climb this route in three pitches. One bolt on pitch 1. Bolted anchors. Rap the route. ",2
3750,Biomechanics,X Wall > McQuirks Mountain > New Brunswick > Canada > North America > International,https://www.mountainproject.com/route/110185352/biomechanics,2.0,Trad,5.7,1,100.0,45.18656,-66.85236,This is a nice direct line to the top of the cliff.  Makes a great link up with Fake Right-Go Left.  Very straight forward climbing on good quality stone.,"Standard rack to 3"".  Two bolt anchor/rappel station at the top.",1
3751,Bird Nest,Cranberry Meadows > Golden Canyon > Yukon Territory > Canada > North America > International,https://www.mountainproject.com/route/117064867/bird-nest,2.5,Trad,5.7,1,30.0,60.910030000000006,-135.51789,Start in a right-leaning hand crack and climb upwards through flakes to a two bolt anchor. Better as a top rope. Anchors can be accessed by walking up on climbers right.,small rack of cams and nuts~ 2 bolt anchor~ rap from sharkfin or walk off.,2
3752,Birds of Prey,Manzanita Wall > South Peak Crags > Chinese Mountains > Quadra Island > Vancouver Island > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/112839659/birds-of-prey,2.8,Sport,5.7,1,100.0,50.14076,-125.26196999999999,Fun route with ample bolt protection to encourage the beginning leader. Begin up the short lower block on the brown rock to the ledge (5.7) (take care with loose rock on the ledge). Climb up the steep wall above the ledge on positive holds and generous bolt protection (5.7). Make a committing step right to gain an angled ramp and arête. Follow the ramp leftward (5.5) with increasing exposure & stunning views on good rock and big holds.,10 bolts - Rappel Ring Anchor,5
3753,Black Streak,Main Cliff > Eagle's Nest > Nova Scotia > Canada > North America > International,https://www.mountainproject.com/route/118955531/black-streak,1.0,Trad,5.7,1,49.0,44.7205,-63.65223,Up wall and arete right of Sea Gully. Gain the big ledge then finish on Sea Gully.,Tree anchor,1
3754,Block lego,"8.Le Sommet > Dalquier > 08. Abitibi-Temiscamingue, Nord du Quebec > Quebec > Canada > North America > International",https://www.mountainproject.com/route/118851993/block-lego,2.0,"Sport, TR",5.7,1,60.0,48.647009999999995,-78.18014000000002,Voie sportive sur dalle. Crux situé vers le milieu au passage du gros bloc à la dalle lisse plus foncé.  Sport route on slab. Crux is located in the middle~ the crossing from the large block to the slab.,6 ancrages + 2 pour le relais  6 bolts + 2 bolts anchor,1
3755,Bloody Hand,a. Gauche de l'aiguille > L'Aiguille > Val-David > 15. Laurentians > Quebec > Canada > North America > International,https://www.mountainproject.com/route/108146493/bloody-hand,3.0,"Trad, TR",5.7,1,80.0,46.028999999999996,-74.1959,Follow a series of flakes and cracks going up a dihedral.,Standard rack.   Bolted rap/anchor.,20
3756,Bloom,Jellyfish wall > DFO (The Skerries) > St John's Area > Avalon Peninsula > Newfoundland > Newfoundland and Labrador > Canada > North America > International,https://www.mountainproject.com/route/112084872/bloom,1.0,Trad,5.7,1,100.0,47.5919,-52.66384,Start the same as Moon Jelly but follow the crack up and to the left.,Trad,2
3757,Blue Valentine,Outhouse Wall > The Back of The Lake > Lake Louise > Banff National Park > Alberta > Canada > North America > International,https://www.mountainproject.com/route/109314188/blue-valentine,3.0,Trad,5.7,1,76.0,51.4076,-116.2405,Climb the obvious crack before traversing right to clip the four bolts above to the anchor.,"Gear to 2"" + four bolts.",7
3758,Bob's Your Uncle,Buffalo Crag > Rattlesnake Point > Golden Horseshoe > Ontario South Bouldering and Rock > Ontario > Canada > North America > International,https://www.mountainproject.com/route/118184298/bobs-your-uncle,1.0,"Trad, TR",5.7,1,,43.262209999999996,-79.63271,Loose face through tree branches,standard,1
3899,Bermuda Highway,Yellow Card Wall > The Swamp > Ontario South Bouldering and Rock > Ontario > Canada > North America > International,https://www.mountainproject.com/route/112396979/bermuda-highway,3.0,Sport,5.10d,1,,44.419309999999996,-80.42285,none listed,none listed,5
3900,Berrinchuda,16 - Sector Local > Jilotepec > Central Mexico > Mexico > North America > International,https://www.mountainproject.com/route/114165382/berrinchuda,2.5,Sport,5.10d,1,32.0,19.92074,-99.4891,Crux over the bulge,10 bolts to anchor chains,2
3901,Beta Plus,Ground Zero > Nuevo Bayamón > Puerto Rico > North America > International,https://www.mountainproject.com/route/117339401/beta-plus,2.0,Sport,5.10d,1,20.0,18.40543,-66.14278,Big holds to the first bolt. Clip the second bolt from below and match hands on the slopey ledge. The crux comes from the second bolt to the fourth. Use the vertical slot with the right hand~ move your feet up and use the huge flake as an undercling to get you up and thru. From there it is easier.    Note after the 5th bolt it is very runout but easy.,6 bolts to chain anchors,2
3902,Big Money Grip,Chuck Chuck Creek > Squamish Valley > Squamish > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/107780514/big-money-grip,2.8,Sport,5.10d,1,65.0,49.98976,-123.31358999999999,Big moves through big holds to a roof. Nice basalt features at the top.,6 bolts,8
3903,Birds of the Sun,Slhanay > Squamish > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/115154461/birds-of-the-sun,1.5,Trad,5.10d,5,400.0,49.6945,-123.12158000000001,This line shares the first two pitches of Birds of Prey. It is characterized by a steep handcrack~ a few exposed traverses~ delicate footwork~ and a weird groove to finish the route.  Pitch 1   An awesome finger and hand crack goes for a whole rope length that ends at a bolted station. 70m 5.8  Pitch 2  Aim for the hand crack on your right then delicately step left into exposure and traverse until you reach a bolted anchor. 30m  5.10b  Pitch 3  Move left to the easy slab and then around a tree. Climb up to a ledge and then traverse left~ there should be a bolt at the traverse and then a bolted anchor. 20m 5.9  Pitch 4  Climb into the perplexing corner system. Face holds and desperate crack moves take you to a bolted anchor. 25m 5.10c   Pitch 5  A groove above will test your balance and footwork it arcs to the right~ crank on the wobbling hold to escape onto the slab finish above. 20m 5.10d  Walk off,double rack of cams from purple metolius to #3 camalot and a single set of nuts,2
3904,Birthday Gorilla,East Wall Trail > Harrison Bluffs > Fraser Valley > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/114977478/birthday-gorilla,1.0,Trad,5.10d,1,75.0,49.2817,-121.7888,Recleaned route at left end of the Smoked Salmon/Babolious crag. Climb face to left of left-leaning seam. Left hand on arete~ right hand in seam~ bear hug moves in a few places.,Two bolts~ small nuts~ #2 camalot. Rap anchor on top.,1
3905,Black Cat Bone,La Selva (Jungle Wall) > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International,https://www.mountainproject.com/route/106072905/black-cat-bone,3.2,Sport,5.10d,9,800.0,25.94838,-100.47698000000001,As with other Jungle Wall climbs~ the first pitches are straight forward exercises in light crimping and nice hueco pulling. The 4th class scramble pitch in the Garden of Bleedin' breaks up the vertical. The crux is the part right before the overhang. Thin~ crumbly rock makes getting to the larger holds on the overhang more difficult than it at first appears. Surmount the actually easier overhang and then you come to another very fun and unique pitch. There are deep dihedrals that completely block out your left/right view of the canyon. This pitch was my favorite. A few more pitches later and you are at the summit ridge. Rappel the route the same way you came up using the same belay stations.    Pitches:    1. 5.9   2. 5.10b   3. 5.6   4. 3rd class through Garden of Bleedin'   5. 5.9 flakes~ start of long~ black streak   6. 5.10 big roof   7. 5.10d   8. 5.10b dihedral pitch   9. 5.9 to ridgeline,14 quickdraws usually works for most routes in the Potrero. A single 60 meter rope is the minimum length you should climb on here.,119
3906,Black Magic Woman,Black Forest Wall > Old Baldy > Ontario South Bouldering and Rock > Ontario > Canada > North America > International,https://www.mountainproject.com/route/114520366/black-magic-woman,3.5,Sport,5.10d,1,,44.38744000000001,-80.52306,Thin crack system left of French Revolution. One bolt and some protection will get you to the top. Just left of the very obvious crack system.,two bolts and anchors.,2
3907,Black Widow,Right Teta > Cerro Las Tetas (Cayey) > Puerto Rico > North America > International,https://www.mountainproject.com/route/108541276/black-widow,3.0,Sport,5.10d,3,250.0,18.093220000000002,-66.22951,Pitch 1 is 5.10a~ has 8 bolts~ and is about 90 feet. There are two sets of chains: first for top rope~ second for belaying the second pitch.    Pitch 2 is 5.10d~ has 15 bolts~ and is about 95 feet. There's a nice belay ledge at the top of this pitch.    Pitch 3 is 5.9~ has 8 bolts~ and is about 55 feet. It's best to be lowered down to the ledge to belay the second~ avoiding an awkward hanging belay.,Bolts and chains.,10
3908,Blackstar,Breakfast Club Peak > Tarahumara Pass > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International,https://www.mountainproject.com/route/112568769/blackstar,2.5,Sport,5.10d PG13,3,250.0,25.9555,-100.48635999999999,Climb 5am Breakfast to access the garden below the east face of the Breakfast Pillar. Blackstar begins to the right of the large corner and ascends a series of blocky ledges and corners to a ribbon of rock below the P2 anchors. Just after the 4th bolt on P3~ step off the ribbon and onto the corner and climb up the summit block. Bring a couple of slings if you aren't comfortable with 5.8 runout terrain. Named after the David Bowie song of the same title. FA: February 16~ 2017 by Brian Tickle and Frank Madden. FFA: February 20~ 2017 by Brian Tickle and Evan Larsell.   P1: 5.10d~ 9 draws~ 75 ft.  P2: 5.10d~ 10 draws~ 86 ft.  P3: 5.8~ 7 draws~ 74 ft.,"Bolted. Stainless 1/2"" x 2.75"" powers 5-piece rawl + stainless climbtech hangers.",6
4049,Heartbreak Hotel,Graceland Area > Grassi Lakes > Bow Valley > Alberta > Canada > North America > International,https://www.mountainproject.com/route/109182991/heartbreak-hotel,2.0,Sport,5.10d,1,85.0,51.07262,-115.40624,Long sustained face climbing. Crux up high at small overlap around third last bolt.,9 bolts plus anchors,2
